g = [('a', -19), ('b', -20), ('a', 7), ('b', -19), ('a', -4), ('b', -10), ('a', 11), ('b', 20), ('a', 1), ('b', -1), ('a', -9), ('b', 7), ('a', -15), ('b', -15), ('a', 9), ('b', -15), ('a', 6), ('b', -9), ('a', -6), ('b', 10)] n=50, fixed words = 171803146192394079920121
g = [('b', -20), ('a', 15), ('b', 4), ('a', -10), ('b', -2), ('a', -5), ('b', -3), ('a', 11), ('b', -6), ('a', -4), ('b', 10), ('a', 8), ('b', -15), ('a', -10), ('b', 3), ('a', -18), ('b', 15), ('a', -19), ('b', -12), ('a', -20)] n=50, fixed words = 171803146192394079920121
g = [('b', -18), ('a', -20), ('b', 17), ('a', 12), ('b', -18), ('a', -11), ('b', -10), ('a', 6), ('b', -11), ('a', 10), ('b', -11), ('a', 8), ('b', -4), ('a', -10), ('b', -8), ('a', -6), ('b', 8), ('a', -6), ('b', 11), ('a', -6)] n=50, fixed words = 171803146192394079920121
g = [('b', -12), ('a', -11), ('b', 18), ('a', -10), ('b', 10), ('a', -14), ('b', -18), ('a', -3), ('b', 12), ('a', -17), ('b', -13), ('a', -7), ('b', -10), ('a', -20), ('b', 13), ('a', 9), ('b', 6), ('a', 12), ('b', 18), ('a', -4)] n=50, fixed words = 262610684191008930676419
g = [('a', -3), ('b', 9), ('a', 8), ('b', 11), ('a', 2), ('b', 20), ('a', -14), ('b', -3), ('a', -16), ('b', 8), ('a', -19), ('b', 12), ('a', -11), ('b', -7), ('a', 10), ('b', -1), ('a', 4), ('b', 3), ('a', -8), ('b', 11)] n=50, fixed words = 309593404433123475573060
g = [('a', 3), ('b', 18), ('a', 8), ('b', -12), ('a', -19), ('b', 16), ('a', 19), ('b', 14), ('a', -6), ('b', -6), ('a', 3), ('b', 12), ('a', 14), ('b', 13), ('a', -11), ('b', 9), ('a', 9), ('b', -9), ('a', 11), ('b', -5)] n=50, fixed words = 171803146192394079920121
g = [('a', 16), ('b', 10), ('a', -5), ('b', 7), ('a', 7), ('b', 2), ('a', -6), ('b', -1), ('a', 20), ('b', 5), ('a', -6), ('b', -19), ('a', -10), ('b', -3), ('a', -4), ('b', -7), ('a', 18), ('b', 15), ('a', -20), ('b', 14)] n=50, fixed words = 171803146192394079920121
g = [('a', 2), ('b', 20), ('a', -17), ('b', 11), ('a', 10), ('b', 8), ('a', 9), ('b', -4), ('a', 7), ('b', 3), ('a', 17), ('b', -19), ('a', -8), ('b', -18), ('a', -14), ('b', -10), ('a', -2), ('b', 4), ('a', -5), ('b', 8)] n=50, fixed words = 269324169695147520034812
g = [('a', -7), ('b', 2), ('a', 10), ('b', -16), ('a', -13), ('b', -5), ('a', 2), ('b', 15), ('a', 15), ('b', -5), ('a', 11), ('b', 18), ('a', -5), ('b', 2), ('a', 1), ('b', 2), ('a', 7), ('b', 6), ('a', 9), ('b', -18)] n=50, fixed words = 267514804472476603474953
g = [('a', -10), ('b', 6), ('a', 3), ('b', 19), ('a', -3), ('b', -11), ('a', 14), ('b', 8), ('a', 16), ('b', 12), ('a', 1), ('b', -11), ('a', 1), ('b', 17), ('a', 1), ('b', -4), ('a', -1), ('b', -9), ('a', 13), ('b', 11)] n=50, fixed words = 171803146192394079920121
g = [('a', 10), ('b', -18), ('a', -14), ('b', 19), ('a', 9), ('b', -13), ('a', -5), ('b', -12), ('a', 2), ('b', -2), ('a', -9), ('b', 17), ('a', 6), ('b', -11), ('a', 13), ('b', -8), ('a', 3), ('b', 15), ('a', 13), ('b', 2)] n=50, fixed words = 171803146192394079920121
g = [('a', -15), ('b', 13), ('a', -18), ('b', -13), ('a', -10), ('b', -2), ('a', 3), ('b', 6), ('a', 16), ('b', -9), ('a', 15), ('b', -13), ('a', -15), ('b', -6), ('a', -8), ('b', -12), ('a', -17), ('b', -17), ('a', -16), ('b', 7)] n=50, fixed words = 171803146192394079920121
g = [('a', 6), ('b', -5), ('a', 16), ('b', -18), ('a', 3), ('b', -11), ('a', 19), ('b', 1), ('a', 20), ('b', -7), ('a', -18), ('b', -18), ('a', -4), ('b', 20), ('a', -9), ('b', -20), ('a', 17), ('b', 2), ('a', 6), ('b', -17)] n=50, fixed words = 171803146192394079920121
g = [('a', -16), ('b', -13), ('a', 10), ('b', 5), ('a', -12), ('b', -17), ('a', 5), ('b', 15), ('a', -1), ('b', 3), ('a', 12), ('b', -16), ('a', -9), ('b', -1), ('a', 11), ('b', -11), ('a', 5), ('b', -6), ('a', 3), ('b', 3)] n=50, fixed words = 171803146192394079920121
g = [('a', -4), ('b', 5), ('a', 6), ('b', 10), ('a', -8), ('b', 9), ('a', 20), ('b', -4), ('a', 16), ('b', -5), ('a', 7), ('b', 9), ('a', 19), ('b', 4), ('a', 11), ('b', -3), ('a', 5), ('b', -12), ('a', -14), ('b', 4)] n=50, fixed words = 171803146192394079920121
g = [('b', -18), ('a', 19), ('b', 4), ('a', -18), ('b', 15), ('a', -3), ('b', -9), ('a', -19), ('b', -7), ('a', -17), ('b', -8), ('a', -1), ('b', -13), ('a', -18), ('b', -2), ('a', 3), ('b', 14), ('a', 17), ('b', -5), ('a', -2)] n=50, fixed words = 262610684191008930676419
g = [('b', -6), ('a', 11), ('b', 16), ('a', 17), ('b', 18), ('a', -13), ('b', 14), ('a', 16), ('b', 13), ('a', 15), ('b', 10), ('a', -17), ('b', -3), ('a', 17), ('b', -20), ('a', -2), ('b', -16), ('a', -17), ('b', -7), ('a', -19)] n=50, fixed words = 171803146192394079920121
g = [('b', -10), ('a', -6), ('b', 8), ('a', -18), ('b', 5), ('a', -7), ('b', 17), ('a', 8), ('b', 5), ('a', -8), ('b', 14), ('a', -20), ('b', -20), ('a', 14), ('b', -7), ('a', -3), ('b', -15), ('a', 8), ('b', -2), ('a', 3)] n=50, fixed words = 171803146192394079920121
g = [('b', -4), ('a', -17), ('b', -18), ('a', -12), ('b', 3), ('a', -13), ('b', 1), ('a', 17), ('b', -17), ('a', -14), ('b', -14), ('a', 16), ('b', -4), ('a', -11), ('b', 4), ('a', 4), ('b', 15), ('a', 12), ('b', -20), ('a', 18)] n=50, fixed words = 584333098931257976333115
g = [('a', 14), ('b', -16), ('a', -14), ('b', -3), ('a', -3), ('b', -20), ('a', -5), ('b', -20), ('a', -2), ('b', -11), ('a', -19), ('b', 14), ('a', 11), ('b', -2), ('a', -19), ('b', 13), ('a', 2), ('b', 20), ('a', -13), ('b', 7)] n=50, fixed words = 473394773692130975578251
g = [('b', -5), ('a', -19), ('b', -15), ('a', 11), ('b', 6), ('a', -16), ('b', -11), ('a', -11), ('b', 18), ('a', -4), ('b', 18), ('a', 5), ('b', 14), ('a', 4), ('b', -12), ('a', -20), ('b', -3), ('a', -1), ('b', -6), ('a', 7)] n=50, fixed words = 171803146192394079920121
g = [('a', -20), ('b', 7), ('a', 5), ('b', 2), ('a', -9), ('b', 10), ('a', -4), ('b', -12), ('a', 6), ('b', 14), ('a', 17), ('b', -17), ('a', -11), ('b', 20), ('a', -5), ('b', 11), ('a', -16), ('b', 1), ('a', 6), ('b', -5)] n=50, fixed words = 171803146192394079920121
g = [('b', 17), ('a', 7), ('b', 1), ('a', 1), ('b', 16), ('a', -20), ('b', 4), ('a', 14), ('b', 13), ('a', 16), ('b', -10), ('a', -10), ('b', -15), ('a', 3), ('b', -18), ('a', -9), ('b', -15), ('a', 4), ('b', 2), ('a', 5)] n=50, fixed words = 171803146192394079920121
g = [('a', -15), ('b', 5), ('a', 16), ('b', -7), ('a', 7), ('b', -9), ('a', -18), ('b', 15), ('a', 17), ('b', -7), ('a', 11), ('b', 13), ('a', 4), ('b', 7), ('a', 16), ('b', 9), ('a', -19), ('b', 3), ('a', 15), ('b', 8)] n=50, fixed words = 171803146192394079920121
g = [('a', 14), ('b', -11), ('a', -15), ('b', 13), ('a', 13), ('b', -13), ('a', 14), ('b', -11), ('a', 11), ('b', 3), ('a', 16), ('b', -11), ('a', -5), ('b', -14), ('a', 12), ('b', -14), ('a', -5), ('b', -14), ('a', -14), ('b', 10)] n=50, fixed words = 171803146192394079920121
g = [('a', -6), ('b', 9), ('a', -2), ('b', -17), ('a', 19), ('b', 15), ('a', -2), ('b', 14), ('a', 5), ('b', 2), ('a', -14), ('b', -18), ('a', -17), ('b', -2), ('a', 17), ('b', -13), ('a', 6), ('b', 19), ('a', 10), ('b', -8)] n=50, fixed words = 171803146192394079920121
g = [('b', -13), ('a', -8), ('b', 17), ('a', 20), ('b', 18), ('a', 11), ('b', 18), ('a', 16), ('b', -6), ('a', -18), ('b', -13), ('a', -5), ('b', -3), ('a', 9), ('b', 9), ('a', 8), ('b', 15), ('a', -19), ('b', 10), ('a', -13)] n=50, fixed words = 171803146192394079920121
g = [('a', 10), ('b', -4), ('a', 20), ('b', 15), ('a', 19), ('b', 14), ('a', -6), ('b', 6), ('a', -13), ('b', -12), ('a', -8), ('b', -2), ('a', -4), ('b', -3), ('a', 2), ('b', -13), ('a', 7), ('b', -2), ('a', 12), ('b', -20)] n=50, fixed words = 393421777239666057503481
g = [('a', -18), ('b', -10), ('a', 18), ('b', -13), ('a', 15), ('b', 17), ('a', -10), ('b', -20), ('a', -5), ('b', -16), ('a', 20), ('b', 1), ('a', 11), ('b', 12), ('a', -9), ('b', -4), ('a', 17), ('b', 16), ('a', 19), ('b', -1)] n=50, fixed words = 320641264076527635070734
g = [('a', 10), ('b', 8), ('a', -9), ('b', -7), ('a', 4), ('b', -13), ('a', -4), ('b', 10), ('a', 5), ('b', -15), ('a', -15), ('b', 20), ('a', 3), ('b', 3), ('a', -14), ('b', 20), ('a', 16), ('b', 11), ('a', -5), ('b', -17)] n=50, fixed words = 311360069500102634452569
g = [('b', 16), ('a', 12), ('b', 19), ('a', -5), ('b', -2), ('a', -6), ('b', 16), ('a', -7), ('b', -9), ('a', -14), ('b', -20), ('a', 12), ('b', 17), ('a', -12), ('b', -8), ('a', -13), ('b', 2), ('a', 10), ('b', -9), ('a', 18)] n=50, fixed words = 171803146192394079920121
g = [('b', -3), ('a', 6), ('b', 14), ('a', -18), ('b', 6), ('a', 2), ('b', -17), ('a', 17), ('b', 3), ('a', -18), ('b', 16), ('a', -14), ('b', -6), ('a', 17), ('b', 8), ('a', 1), ('b', -4), ('a', -11), ('b', 7), ('a', -15)] n=50, fixed words = 448135652343832665154416
g = [('b', -8), ('a', -3), ('b', -17), ('a', -9), ('b', 13), ('a', 1), ('b', -14), ('a', -19), ('b', -18), ('a', -2), ('b', 12), ('a', -18), ('b', -8), ('a', -8), ('b', 11), ('a', 2), ('b', 11), ('a', -14), ('b', -10), ('a', 18)] n=50, fixed words = 171803146192394079920121
g = [('b', 20), ('a', 6), ('b', 10), ('a', -2), ('b', 5), ('a', -8), ('b', -11), ('a', -12), ('b', 7), ('a', 2), ('b', -4), ('a', -20), ('b', -10), ('a', 9), ('b', 7), ('a', -19), ('b', -19), ('a', -8), ('b', 20), ('a', 5)] n=50, fixed words = 171803146192394079920121
g = [('a', -18), ('b', -15), ('a', 12), ('b', 1), ('a', -6), ('b', -17), ('a', 4), ('b', 17), ('a', 3), ('b', 7), ('a', -7), ('b', 15), ('a', 19), ('b', 13), ('a', 14), ('b', 10), ('a', 16), ('b', 20), ('a', 1), ('b', -13)] n=50, fixed words = 171803146192394079920121
g = [('a', -8), ('b', 20), ('a', -19), ('b', -6), ('a', 19), ('b', 10), ('a', -20), ('b', 18), ('a', 5), ('b', 2), ('a', 19), ('b', -19), ('a', 9), ('b', -3), ('a', -17), ('b', -11), ('a', -5), ('b', 19), ('a', 1), ('b', -14)] n=50, fixed words = 171803146192394079920121
g = [('a', -7), ('b', -11), ('a', -2), ('b', 16), ('a', -8), ('b', -12), ('a', -20), ('b', -12), ('a', 10), ('b', -20), ('a', 8), ('b', -13), ('a', -15), ('b', -13), ('a', -6), ('b', 1), ('a', 6), ('b', 19), ('a', 14), ('b', 8)] n=50, fixed words = 171803146192394079920121
g = [('b', -13), ('a', 13), ('b', 4), ('a', -16), ('b', 10), ('a', 11), ('b', -8), ('a', 14), ('b', -11), ('a', -7), ('b', 7), ('a', -19), ('b', -5), ('a', -13), ('b', 10), ('a', -3), ('b', -4), ('a', -17), ('b', 4), ('a', -8)] n=50, fixed words = 470354347614744179675505
g = [('b', 17), ('a', -3), ('b', -19), ('a', 7), ('b', -14), ('a', 20), ('b', -3), ('a', -5), ('b', -15), ('a', -3), ('b', -8), ('a', 10), ('b', 14), ('a', 15), ('b', 7), ('a', 7), ('b', -18), ('a', -11), ('b', -6), ('a', -6)] n=50, fixed words = 318977488404832802280435
g = [('b', -19), ('a', 4), ('b', -8), ('a', -3), ('b', -8), ('a', -18), ('b', -4), ('a', -19), ('b', -6), ('a', -20), ('b', 6), ('a', 3), ('b', 18), ('a', 9), ('b', -20), ('a', 17), ('b', -3), ('a', 18), ('b', -12), ('a', 6)] n=50, fixed words = 270347426989687423469493
g = [('a', 14), ('b', -2), ('a', 15), ('b', 3), ('a', -11), ('b', -11), ('a', 10), ('b', -18), ('a', 11), ('b', 18), ('a', 20), ('b', 3), ('a', 20), ('b', 14), ('a', -12), ('b', -6), ('a', -10), ('b', -8), ('a', 4), ('b', 20)] n=50, fixed words = 171803146192394079920121
g = [('b', -19), ('a', -10), ('b', 6), ('a', 16), ('b', 20), ('a', 18), ('b', 3), ('a', 8), ('b', 7), ('a', -18), ('b', -16), ('a', 2), ('b', -11), ('a', -3), ('b', -5), ('a', -6), ('b', 17), ('a', 1), ('b', 13), ('a', -4)] n=50, fixed words = 262610684191008930676419
g = [('b', -7), ('a', -16), ('b', 11), ('a', 7), ('b', 2), ('a', 5), ('b', 12), ('a', 7), ('b', -13), ('a', -6), ('b', 14), ('a', -15), ('b', -15), ('a', 12), ('b', 11), ('a', -5), ('b', -14), ('a', 8), ('b', 9), ('a', 16)] n=50, fixed words = 171803146192394079920121
g = [('a', -19), ('b', -14), ('a', -2), ('b', 12), ('a', 11), ('b', -3), ('a', 9), ('b', -11), ('a', -6), ('b', 19), ('a', -3), ('b', -7), ('a', 7), ('b', 4), ('a', -18), ('b', 13), ('a', 19), ('b', -18), ('a', -19), ('b', -3)] n=50, fixed words = 269390792563698728424402
g = [('b', 9), ('a', 1), ('b', -11), ('a', 6), ('b', -2), ('a', -15), ('b', 5), ('a', -14), ('b', 9), ('a', 3), ('b', -18), ('a', 9), ('b', -1), ('a', -10), ('b', -7), ('a', 17), ('b', 17), ('a', 6), ('b', 1), ('a', -6)] n=50, fixed words = 274954156230197733963516
g = [('a', -18), ('b', -11), ('a', -7), ('b', 7), ('a', -12), ('b', -17), ('a', -17), ('b', 17), ('a', -15), ('b', -7), ('a', -10), ('b', 15), ('a', -4), ('b', -3), ('a', 18), ('b', 17), ('a', 19), ('b', -6), ('a', -1), ('b', -18)] n=50, fixed words = 275034766117534033317219
g = [('a', 9), ('b', -12), ('a', 14), ('b', 19), ('a', -7), ('b', -12), ('a', 15), ('b', -8), ('a', -9), ('b', 16), ('a', -17), ('b', 1), ('a', 8), ('b', 20), ('a', 14), ('b', -10), ('a', 14), ('b', -5), ('a', -12), ('b', 3)] n=50, fixed words = 262610684191008930676419
g = [('b', -16), ('a', -4), ('b', 2), ('a', -5), ('b', -8), ('a', 11), ('b', 11), ('a', 1), ('b', -13), ('a', 9), ('b', -17), ('a', 13), ('b', -2), ('a', 1), ('b', 10), ('a', 19), ('b', -17), ('a', -1), ('b', -19), ('a', -19)] n=50, fixed words = 269337787607468858915457
g = [('b', 4), ('a', 12), ('b', -2), ('a', -18), ('b', -3), ('a', 5), ('b', 9), ('a', 8), ('b', -7), ('a', -14), ('b', 7), ('a', 14), ('b', 18), ('a', -14), ('b', -1), ('a', -8), ('b', 19), ('a', -13), ('b', -2), ('a', -18)] n=50, fixed words = 276223445644943689238214
g = [('b', -1), ('a', 10), ('b', -20), ('a', 10), ('b', -4), ('a', -6), ('b', 7), ('a', 12), ('b', -11), ('a', 15), ('b', 7), ('a', 6), ('b', 2), ('a', 9), ('b', -9), ('a', -10), ('b', 13), ('a', 15), ('b', -20), ('a', 7)] n=50, fixed words = 305625564079736745845637
g = [('b', -7), ('a', 6), ('b', 17), ('a', -3), ('b', -2), ('a', -13), ('b', 4), ('a', -19), ('b', -13), ('a', -5), ('b', -14), ('a', 1), ('b', -2), ('a', -10), ('b', -11), ('a', -9), ('b', -20), ('a', -8), ('b', 18), ('a', -11)] n=50, fixed words = 267568030969644453710490
g = [('a', -4), ('b', -9), ('a', -4), ('b', 15), ('a', -4), ('b', -18), ('a', 1), ('b', 3), ('a', 16), ('b', 11), ('a', -3), ('b', -7), ('a', 13), ('b', 2), ('a', -12), ('b', -1), ('a', -6), ('b', 3), ('a', 16), ('b', 7)] n=50, fixed words = 262610684191008930676419
g = [('a', -7), ('b', -3), ('a', -6), ('b', -8), ('a', 1), ('b', -17), ('a', -5), ('b', -5), ('a', -7), ('b', -9), ('a', 15), ('b', -12), ('a', 17), ('b', -1), ('a', 13), ('b', 9), ('a', 13), ('b', -7), ('a', -10), ('b', -1)] n=50, fixed words = 523916516005020330135174
g = [('b', 5), ('a', -13), ('b', 15), ('a', -10), ('b', 10), ('a', 17), ('b', 8), ('a', 5), ('b', 16), ('a', -19), ('b', 14), ('a', -2), ('b', -1), ('a', 17), ('b', -11), ('a', -6), ('b', -2), ('a', -8), ('b', -18), ('a', 17)] n=50, fixed words = 305444697687502969565583
g = [('a', -1), ('b', 19), ('a', -20), ('b', -4), ('a', 8), ('b', 7), ('a', 14), ('b', 8), ('a', -11), ('b', 16), ('a', 20), ('b', 20), ('a', -14), ('b', 9), ('a', 4), ('b', 3), ('a', -6), ('b', 19), ('a', 18), ('b', -11)] n=50, fixed words = 267402643217525603033928
g = [('b', -8), ('a', -14), ('b', -1), ('a', -5), ('b', -15), ('a', -20), ('b', 6), ('a', -16), ('b', -13), ('a', 15), ('b', -15), ('a', -3), ('b', 18), ('a', 14), ('b', -14), ('a', -12), ('b', -20), ('a', -2), ('b', -12), ('a', 14)] n=50, fixed words = 171803146192394079920121
g = [('a', -17), ('b', 10), ('a', 17), ('b', 19), ('a', 9), ('b', -14), ('a', -11), ('b', -8), ('a', 5), ('b', 6), ('a', 13), ('b', -13), ('a', 3), ('b', -6), ('a', 5), ('b', 3), ('a', -16), ('b', -8), ('a', -12), ('b', -6)] n=50, fixed words = 171803146192394079920121
g = [('a', 13), ('b', 10), ('a', -9), ('b', 11), ('a', -17), ('b', 13), ('a', 16), ('b', 14), ('a', 20), ('b', 19), ('a', -10), ('b', 2), ('a', 12), ('b', 13), ('a', -2), ('b', 5), ('a', -8), ('b', -1), ('a', 14), ('b', -9)] n=50, fixed words = 171803146192394079920121
g = [('a', -6), ('b', -19), ('a', -14), ('b', 1), ('a', 1), ('b', 1), ('a', -19), ('b', -4), ('a', -12), ('b', -6), ('a', 14), ('b', -15), ('a', -10), ('b', -10), ('a', 11), ('b', -18), ('a', 17), ('b', -8), ('a', 16), ('b', -19)] n=50, fixed words = 171803146192394079920121
g = [('b', -5), ('a', -4), ('b', 6), ('a', -20), ('b', -8), ('a', 3), ('b', -7), ('a', -15), ('b', 11), ('a', 3), ('b', -15), ('a', 20), ('b', 3), ('a', -7), ('b', -10), ('a', 3), ('b', -9), ('a', -19), ('b', 5), ('a', 13)] n=50, fixed words = 171803146192394079920121
g = [('a', 14), ('b', -15), ('a', 8), ('b', 8), ('a', 15), ('b', -10), ('a', -19), ('b', 5), ('a', -9), ('b', 4), ('a', 16), ('b', 18), ('a', 2), ('b', -15), ('a', -13), ('b', -12), ('a', 10), ('b', 7), ('a', 2), ('b', 18)] n=50, fixed words = 171803146192394079920121
g = [('b', -20), ('a', -2), ('b', 19), ('a', 8), ('b', -9), ('a', 8), ('b', 20), ('a', 2), ('b', 15), ('a', 20), ('b', -9), ('a', 5), ('b', 19), ('a', 10), ('b', -18), ('a', -8), ('b', 7), ('a', 20), ('b', -8), ('a', 4)] n=50, fixed words = 171803146192394079920121
g = [('b', -1), ('a', 7), ('b', 13), ('a', 1), ('b', -18), ('a', -4), ('b', 4), ('a', -18), ('b', -4), ('a', -17), ('b', -5), ('a', 3), ('b', -3), ('a', -8), ('b', -20), ('a', -20), ('b', 6), ('a', -5), ('b', -14), ('a', 17)] n=50, fixed words = 274188200835814166532906
g = [('b', -11), ('a', 20), ('b', 16), ('a', 17), ('b', 6), ('a', 4), ('b', 2), ('a', 16), ('b', 3), ('a', 6), ('b', 3), ('a', -17), ('b', 3), ('a', 5), ('b', 11), ('a', 2), ('b', -2), ('a', -10), ('b', -16), ('a', -12)] n=50, fixed words = 267574719206773077282855
g = [('b', 4), ('a', 5), ('b', -7), ('a', 16), ('b', -5), ('a', -7), ('b', -10), ('a', -10), ('b', 10), ('a', -16), ('b', 6), ('a', -14), ('b', 16), ('a', 17), ('b', -13), ('a', -3), ('b', -7), ('a', 15), ('b', 6), ('a', -1)] n=50, fixed words = 327205858526171702003268
g = [('a', 4), ('b', 18), ('a', -2), ('b', 7), ('a', 17), ('b', -20), ('a', -11), ('b', 17), ('a', 17), ('b', -15), ('a', 10), ('b', 12), ('a', -13), ('b', -6), ('a', 15), ('b', 17), ('a', -10), ('b', -5), ('a', -17), ('b', -20)] n=50, fixed words = 171803146192394079920121
g = [('b', 18), ('a', -19), ('b', 10), ('a', -6), ('b', -4), ('a', 19), ('b', -17), ('a', -5), ('b', 9), ('a', -20), ('b', 6), ('a', 10), ('b', 13), ('a', -14), ('b', 5), ('a', -13), ('b', -19), ('a', 12), ('b', -17), ('a', 11)] n=50, fixed words = 171803146192394079920121
g = [('a', -14), ('b', 13), ('a', -12), ('b', -17), ('a', -3), ('b', -5), ('a', 4), ('b', -17), ('a', -3), ('b', -15), ('a', -7), ('b', -17), ('a', -9), ('b', 2), ('a', -4), ('b', 6), ('a', -3), ('b', 2), ('a', -2), ('b', -18)] n=50, fixed words = 272629559502226235493135
g = [('b', -9), ('a', 19), ('b', 19), ('a', 14), ('b', 15), ('a', -13), ('b', -11), ('a', -10), ('b', 8), ('a', -13), ('b', -10), ('a', 4), ('b', -5), ('a', -19), ('b', -14), ('a', 2), ('b', 12), ('a', 20), ('b', 4), ('a', 5)] n=50, fixed words = 534296097353657326622436
g = [('a', 14), ('b', 18), ('a', -4), ('b', -5), ('a', -18), ('b', -12), ('a', -2), ('b', -9), ('a', -8), ('b', 10), ('a', 3), ('b', 20), ('a', -19), ('b', 8), ('a', -20), ('b', -13), ('a', 4), ('b', 15), ('a', 13), ('b', -8)] n=50, fixed words = 262610684191008930676419
g = [('a', -5), ('b', 3), ('a', 15), ('b', 7), ('a', 9), ('b', 11), ('a', -11), ('b', 8), ('a', 6), ('b', -12), ('a', -15), ('b', 12), ('a', 7), ('b', -6), ('a', -14), ('b', 5), ('a', -19), ('b', 17), ('a', 16), ('b', 16)] n=50, fixed words = 171803146192394079920121
g = [('a', -2), ('b', 13), ('a', 12), ('b', -18), ('a', 11), ('b', 8), ('a', 12), ('b', -6), ('a', -8), ('b', -14), ('a', -9), ('b', 8), ('a', 6), ('b', -16), ('a', 4), ('b', -2), ('a', -14), ('b', 7), ('a', -12), ('b', -16)] n=50, fixed words = 576166031586091001332152
g = [('a', 1), ('b', 15), ('a', 5), ('b', -20), ('a', 18), ('b', 7), ('a', 11), ('b', 7), ('a', -3), ('b', 20), ('a', -16), ('b', -11), ('a', -13), ('b', 15), ('a', -20), ('b', -1), ('a', -14), ('b', -11), ('a', -3), ('b', -10)] n=50, fixed words = 171803146192394079920121
g = [('a', -8), ('b', 16), ('a', 12), ('b', 4), ('a', -12), ('b', 20), ('a', 10), ('b', -2), ('a', -8), ('b', 1), ('a', 20), ('b', 9), ('a', 5), ('b', 8), ('a', -17), ('b', 11), ('a', -10), ('b', 10), ('a', 5), ('b', 2)] n=50, fixed words = 274333174062815700770760
g = [('b', 5), ('a', -17), ('b', -10), ('a', -5), ('b', 1), ('a', -17), ('b', 1), ('a', -8), ('b', -13), ('a', -6), ('b', 11), ('a', 1), ('b', -13), ('a', 10), ('b', 20), ('a', -3), ('b', 14), ('a', -11), ('b', -19), ('a', -18)] n=50, fixed words = 267493894935663448448631
g = [('a', -6), ('b', -18), ('a', -9), ('b', -1), ('a', 19), ('b', 11), ('a', -10), ('b', -17), ('a', 6), ('b', 19), ('a', 14), ('b', -16), ('a', -14), ('b', -14), ('a', -4), ('b', -11), ('a', -14), ('b', -14), ('a', -16), ('b', -6)] n=50, fixed words = 171803146192394079920121
g = [('a', -20), ('b', -15), ('a', 10), ('b', 8), ('a', -7), ('b', 18), ('a', -18), ('b', -15), ('a', -6), ('b', -19), ('a', 5), ('b', 6), ('a', -19), ('b', 2), ('a', -4), ('b', -18), ('a', 16), ('b', -9), ('a', 12), ('b', -15)] n=50, fixed words = 262610684191008930676419
g = [('b', 7), ('a', -5), ('b', -19), ('a', -12), ('b', 2), ('a', -17), ('b', 12), ('a', -11), ('b', -6), ('a', -6), ('b', -16), ('a', -8), ('b', 1), ('a', 7), ('b', -12), ('a', 2), ('b', -8), ('a', 11), ('b', 17), ('a', 6)] n=50, fixed words = 275230900779418093501206
g = [('b', 19), ('a', -19), ('b', 17), ('a', 15), ('b', -9), ('a', 5), ('b', -13), ('a', -20), ('b', 8), ('a', -12), ('b', -10), ('a', 16), ('b', -18), ('a', -3), ('b', 3), ('a', -8), ('b', -13), ('a', 7), ('b', -17), ('a', 1)] n=50, fixed words = 451479695194986800748750
g = [('a', 7), ('b', -5), ('a', -14), ('b', 2), ('a', -9), ('b', 16), ('a', -14), ('b', 12), ('a', 10), ('b', 16), ('a', -8), ('b', 19), ('a', -3), ('b', 11), ('a', 8), ('b', 20), ('a', 20), ('b', 6), ('a', -20), ('b', 17)] n=50, fixed words = 277058086504092854779806
g = [('b', 8), ('a', -20), ('b', 9), ('a', -10), ('b', 1), ('a', 16), ('b', -4), ('a', -12), ('b', 17), ('a', 10), ('b', -11), ('a', -16), ('b', -18), ('a', 6), ('b', -4), ('a', -18), ('b', -16), ('a', -14), ('b', 18), ('a', -3)] n=50, fixed words = 329500095756900492513609
g = [('a', -1), ('b', -5), ('a', -8), ('b', 6), ('a', 3), ('b', 3), ('a', 6), ('b', 16), ('a', 4), ('b', 1), ('a', -2), ('b', 15), ('a', -4), ('b', -6), ('a', -12), ('b', 9), ('a', -18), ('b', 2), ('a', 19), ('b', -2)] n=50, fixed words = 262610684191008930676419
g = [('b', -13), ('a', 5), ('b', 3), ('a', 7), ('b', 1), ('a', -11), ('b', 3), ('a', 16), ('b', -14), ('a', 3), ('b', 1), ('a', 13), ('b', -1), ('a', -13), ('b', 15), ('a', -12), ('b', 2), ('a', 8), ('b', -12), ('a', 11)] n=50, fixed words = 489913609967202990436767
